actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
510,PT00M43.30S,3,1610612738,BOS,1641775,Walsh,J. Walsh,0,0,0,,0,,,0,h,MISS Walsh Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1,0,365
511,PT00M43.30S,3,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,,,0,v,Oubre Jr. REBOUND (Off:1 Def:5),Rebound,Unknown,1,0,366
512,PT00M33.30S,3,1610612755,PHI,1630178,Maxey,T. Maxey,10,194,19,Missed,1,,,0,v,MISS Maxey 19' Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,2,367
513,PT00M32.30S,3,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,,,0,h,Pritchard REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,368
514,PT00M09.80S,3,1610612738,BOS,1627759,Brown,J. Brown,66,148,16,Made,1,95,69,164,h,Brown 16' Fadeaway Jumper (26 PTS),Made Shot,Fadeaway Jump Shot,1,2,369
515,PT00M00.00S,3,1610612755,PHI,1630178,Maxey,T. Maxey,21,36,4,Made,1,95,71,166,v,Maxey 4' Driving Layup (21 PTS) (Oubre Jr. 1 AST),Made Shot,Driving Layup Shot,1,2,370
517,PT00M00.00S,3,0,,515,,,0,0,0,,0,95,71,166,,Instant Replay3rd Period (3:04 PM EST),Instant Replay,Support Ruling,0,0,371
518,PT00M00.00S,3,0,,0,,,0,0,0,,0,95,71,166,,End of 3rd Period (3:04 PM EST),period,end,1,0,372
527,PT12M00.00S,4,0,,0,,,0,0,0,,0,95,71,166,,Start of 4th Period (3:08 PM EST),period,start,0,0,373
528,PT11M49.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,-119,134,18,Made,1,95,73,168,v,Grimes 18' Turnaround Jump Shot (2 PTS) (Maxey 8 AST),Made Shot,Turnaround Jump Shot,1,2,374
530,PT11M38.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,,,0,h,Pritchard OFF.Foul (P2) (S.Foster),Foul,Offensive,1,0,375
532,PT11M38.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,,,0,h,Pritchard Offensive Foul Turnover (P1.T8),Turnover,Offensive Foul Turnover,1,0,376
533,PT11M15.00S,4,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,48,86,10,Missed,1,,,0,v,MISS Edgecombe 10' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,1,2,377
534,PT11M14.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,Queta REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,378
535,PT11M07.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,176,250,31,Made,1,98,73,171,h,Hauser 31' 3PT Running Pull-Up Jump Shot (9 PTS) (Tatum 6 AST),Made Shot,Running Pull-Up Jump Shot,1,3,379
537,PT10M46.00S,4,1610612755,PHI,1631230,Barlow,D. Barlow,-27,8,3,Missed,1,,,0,v,MISS Barlow 3' Driving Layup,Missed Shot,Driving Layup Shot,1,2,380
538,PT10M45.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,0,0,0,,0,,,0,h,Scheierman REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,381
539,PT10M36.00S,4,1610612738,BOS,1628369,Tatum,J. Tatum,-148,204,25,Missed,1,,,0,h,MISS Tatum 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,382
540,PT10M34.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,,,0,h,Hauser REBOUND (Off:1 Def:4),Rebound,Unknown,1,0,383
541,PT10M32.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,-105,234,26,Missed,1,,,0,h,MISS Hauser 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,384
542,PT10M31.00S,4,0,,1610612738,,,0,0,0,,0,,,0,h,CELTICS Rebound,Rebound,Unknown,0,0,385
544,PT10M23.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,-26,257,26,Missed,1,,,0,h,MISS Pritchard 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,386
545,PT10M21.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,0,0,0,,0,,,0,v,Edwards REBOUND (Off:3 Def:3),Rebound,Unknown,1,0,387
546,PT10M13.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,-34,29,4,Missed,1,,,0,v,MISS Edwards 4' Driving Bank Hook Shot,Missed Shot,Driving Bank Hook Shot,1,2,388
547,PT10M12.00S,4,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,,,0,h,Tatum REBOUND (Off:0 Def:10),Rebound,Unknown,1,0,389
548,PT10M06.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,180,184,26,Made,1,101,73,174,h,Hauser 26' 3PT Running Jump Shot (12 PTS) (Tatum 7 AST),Made Shot,Running Jump Shot,1,3,390
550,PT09M56.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,-27,28,4,Made,1,101,75,176,v,Grimes 4' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,1,2,391
551,PT09M56.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,Queta Violation:Defensive Goaltending (S.Foster),Violation,Defensive Goaltending,0,0,392
552,PT09M42.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,8,1,Made,1,103,75,178,h,Queta 1' Alley Oop Dunk (11 PTS) (Pritchard 5 AST),Made Shot,Alley Oop Dunk Shot,1,2,393
554,PT09M27.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,-69,75,10,Missed,1,,,0,v,MISS Grimes 10' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,394
555,PT09M26.00S,4,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,,,0,h,Tatum REBOUND (Off:0 Def:11),Rebound,Unknown,1,0,395
556,PT09M16.00S,4,1610612738,BOS,1628369,Tatum,J. Tatum,-1,-2,0,Made,1,105,75,180,h,Tatum Driving Layup (25 PTS),Made Shot,Driving Layup Shot,1,2,396
557,PT09M16.00S,4,0,,1610612755,,,0,0,0,,0,,,0,v,76ers Timeout: Regular (Reg.4 Short 0),Timeout,Regular,0,0,397
558,PT09M16.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,0,0,0,,0,,,0,v,SUB: Drummond FOR Edwards,Substitution,,0,0,398
559,PT09M16.00S,4,1610612755,PHI,1631230,Barlow,D. Barlow,0,0,0,,0,,,0,v,SUB: Oubre Jr. FOR Barlow,Substitution,,0,0,399
562,PT09M13.00S,4,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,,,0,v,Maxey OFF.Foul (P4) (P.Fraher),Foul,Offensive,1,0,400
564,PT09M13.00S,4,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,,,0,v,Maxey Offensive Foul Turnover (P3.T13),Turnover,Offensive Foul Turnover,1,0,401
565,PT09M03.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,18,1,2,Made,1,107,75,182,h,Pritchard 2' Driving Layup (11 PTS) (Queta 1 AST),Made Shot,Driving Layup Shot,1,2,402
567,PT08M39.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,-229,31,0,Made,1,107,78,185,v,Grimes 3PT Jump Shot (7 PTS) (Oubre Jr. 2 AST),Made Shot,Jump Shot,1,3,403
569,PT08M20.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,42,59,7,Missed,1,,,0,h,MISS Scheierman 7' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,404
570,PT08M19.00S,4,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,,,0,v,Drummond REBOUND (Off:0 Def:5),Rebound,Unknown,1,0,405
571,PT08M11.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,0,0,0,,0,,,0,h,Scheierman P.FOUL (P1.T1) (T.Maddox),Foul,Personal,1,0,406
573,PT08M11.00S,4,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,,,0,v,SUB: Edwards FOR Maxey,Substitution,,0,0,407
575,PT07M56.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,34,2,3,Missed,1,,,0,v,MISS Edwards 3' Driving Layup,Missed Shot,Driving Layup Shot,1,2,408
575,PT07M56.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,Queta BLOCK (1 BLK),,,1,2,409
577,PT07M55.00S,4,0,,1610612755,,,0,0,0,,0,,,0,v,76ers Rebound,Rebound,Unknown,0,0,410
578,PT07M55.00S,4,0,,1610612755,,,0,0,0,,0,,,0,v,76ers Turnover: Shot Clock (T#14),Turnover,Shot Clock Turnover,1,0,411
579,PT07M32.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,-129,235,27,Missed,1,,,0,h,MISS Pritchard 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,412
580,PT07M30.00S,4,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,,,0,v,Oubre Jr. REBOUND (Off:1 Def:6),Rebound,Unknown,1,0,413
581,PT07M15.00S,4,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,,,0,v,Drummond Out of Bounds - Bad Pass Turnover Turnover (P3.T15),Turnover,Out of Bounds - Bad Pass Turnover,1,0,414
582,PT07M15.00S,4,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,,,0,h,SUB: Walsh FOR Tatum,Substitution,,0,0,415
584,PT07M02.00S,4,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,,,0,v,Drummond S.FOUL (P3.T1) (T.Maddox),Foul,Shooting,1,0,416
586,PT07M02.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,108,78,186,h,Queta Free Throw 1 of 2 (12 PTS),Free Throw,Free Throw 1 of 2,1,0,417
587,PT07M02.00S,4,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,,,0,v,SUB: Watford FOR Drummond,Substitution,,0,0,418
588,PT07M02.00S,4,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,0,0,0,,0,,,0,v,SUB: Bona FOR Edgecombe,Substitution,,0,0,419
591,PT07M02.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,109,78,187,h,Queta Free Throw 2 of 2 (13 PTS),Free Throw,Free Throw 2 of 2,1,0,420
592,PT06M51.00S,4,1610612755,PHI,1641737,Bona,A. Bona,-49,64,8,Made,1,109,80,189,v,Bona 8' Floating Jump Shot (3 PTS) (Grimes 2 AST),Made Shot,Floating Jump shot,1,2,421
596,PT06M35.00S,4,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,,,0,v,Oubre Jr. S.FOUL (P2.T2) (S.Foster),Foul,Shooting,1,0,422
598,PT06M35.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,,,0,h,MISS Pritchard Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1,0,423
599,PT06M35.00S,4,0,,1610612738,,,0,0,0,,0,,,0,h,CELTICS Rebound,Rebound,Normal Rebound,0,0,424
600,PT06M35.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,110,80,190,h,Pritchard Free Throw 2 of 2 (12 PTS),Free Throw,Free Throw 2 of 2,1,0,425
601,PT06M16.00S,4,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,-32,64,7,Missed,1,,,0,v,MISS Oubre Jr. 7' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,426
602,PT06M14.00S,4,0,,1610612738,,,0,0,0,,0,,,0,h,CELTICS Rebound,Rebound,Unknown,0,0,427
604,PT06M14.00S,4,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,,,0,v,SUB: Terry FOR Oubre Jr.,Substitution,,0,0,428
606,PT06M06.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,0,0,0,,0,,,0,v,Edwards P.FOUL (P1.T3) (T.Maddox),Foul,Personal,1,0,429
608,PT05M54.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,-91,242,26,Missed,1,,,0,h,MISS Hauser 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,430
609,PT05M52.00S,4,0,,1610612755,,,0,0,0,,0,,,0,v,76ers Rebound,Rebound,Unknown,0,0,431
610,PT05M52.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,Queta L.B.FOUL (P5.T2) (S.Foster),Foul,Loose Ball,1,0,432
612,PT05M52.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,,,0,h,SUB: Garza FOR Queta,Substitution,,0,0,433
614,PT05M33.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,-71,88,11,Made,1,110,82,192,v,Edwards 11' Driving Floating Jump Shot (7 PTS),Made Shot,Driving Floating Jump Shot,1,2,434
615,PT05M11.00S,4,1610612738,BOS,1641775,Walsh,J. Walsh,-167,200,26,Missed,1,,,0,h,MISS Walsh 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,435
616,PT05M09.00S,4,1610612755,PHI,1631207,Terry,D. Terry,0,0,0,,0,,,0,v,Terry REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,436
617,PT05M03.00S,4,1610612755,PHI,1630570,Watford,T. Watford,23,8,2,Missed,1,,,0,v,MISS Watford 2' Running Layup,Missed Shot,Running Layup Shot,1,2,437
618,PT05M02.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,,,0,h,Hauser REBOUND (Off:1 Def:5),Rebound,Unknown,1,0,438
619,PT04M56.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,0,0,0,,0,,,0,v,Edwards S.FOUL (P2.T4) (S.Foster),Foul,Shooting,1,0,439
621,PT04M56.00S,4,1610612738,BOS,1630568,Garza,L. Garza,0,0,0,,0,111,82,193,h,Garza Free Throw 1 of 2 (6 PTS),Free Throw,Free Throw 1 of 2,1,0,440
623,PT04M56.00S,4,0,,1610612738,,,0,0,0,,0,,,0,h,CELTICS Violation: Delay of game Violation,Violation,Delay Of Game,0,0,441
624,PT04M56.00S,4,1610612738,BOS,1630568,Garza,L. Garza,0,0,0,,0,112,82,194,h,Garza Free Throw 2 of 2 (7 PTS),Free Throw,Free Throw 2 of 2,1,0,442
625,PT04M44.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,-108,78,13,Missed,1,,,0,v,MISS Grimes 13' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,1,2,443
626,PT04M42.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,,,0,h,Pritchard REBOUND (Off:0 Def:3),Rebound,Unknown,1,0,444
627,PT04M36.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,,,0,h,Pritchard Out of Bounds - Bad Pass Turnover Turnover (P2.T9),Turnover,Out of Bounds - Bad Pass Turnover,1,0,445
628,PT04M23.00S,4,1610612755,PHI,1631207,Terry,D. Terry,58,28,6,Missed,1,,,0,v,MISS Terry 6' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,446
629,PT04M22.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,,,0,h,Hauser REBOUND (Off:1 Def:6),Rebound,Unknown,1,0,447
630,PT04M16.00S,4,1610612738,BOS,1641775,Walsh,J. Walsh,38,27,5,Missed,1,,,0,h,MISS Walsh 5' Running Layup,Missed Shot,Running Layup Shot,1,2,448
631,PT04M14.00S,4,1610612755,PHI,1630570,Watford,T. Watford,0,0,0,,0,,,0,v,Watford REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,449
632,PT04M10.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,,,0,h,Hauser S.FOUL (P2.T3) (S.Foster),Foul,Shooting,1,0,450
634,PT04M10.00S,4,1610612755,PHI,1631207,Terry,D. Terry,0,0,0,,0,,,0,v,MISS Terry Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1,0,451
635,PT04M10.00S,4,0,,1610612755,,,0,0,0,,0,,,0,v,76ers Rebound,Rebound,Normal Rebound,0,0,452
636,PT04M10.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,,,0,h,SUB: Harper Jr. FOR Hauser,Substitution,,0,0,453
637,PT04M10.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,0,0,0,,0,,,0,v,SUB: Walker FOR Edwards,Substitution,,0,0,454
638,PT04M10.00S,4,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,,,0,v,SUB: Barlow FOR Bona,Substitution,,0,0,455
642,PT04M10.00S,4,1610612755,PHI,1631207,Terry,D. Terry,0,0,0,,0,112,83,195,v,Terry Free Throw 2 of 2 (1 PTS),Free Throw,Free Throw 2 of 2,1,0,456
643,PT03M57.00S,4,1610612738,BOS,1641775,Walsh,J. Walsh,234,59,24,Made,1,115,83,198,h,Walsh 24' 3PT Jump Shot (5 PTS) (Pritchard 6 AST),Made Shot,Jump Shot,1,3,457
645,PT03M41.00S,4,1610612755,PHI,1631207,Terry,D. Terry,188,180,26,Missed,1,,,0,v,MISS Terry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,458
646,PT03M39.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,0,0,0,,0,,,0,h,Scheierman REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,459
647,PT03M23.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,-146,215,26,Missed,1,,,0,h,MISS Pritchard 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,460
648,PT03M22.00S,4,1610612755,PHI,1631133,Walker,J. Walker,0,0,0,,0,,,0,v,Walker REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,461
649,PT03M11.00S,4,1610612755,PHI,1631230,Barlow,D. Barlow,23,-9,2,Made,1,115,85,200,v,Barlow 2' Reverse Layup (4 PTS) (Terry 1 AST),Made Shot,Reverse Layup Shot,1,2,462
651,PT02M52.00S,4,1610612738,BOS,1631199,Harper Jr.,R. Harper Jr.,16,-1,2,Made,1,117,85,202,h,Harper Jr. 2' Driving Reverse Layup (2 PTS),Made Shot,Driving Reverse Layup Shot,1,2,463
652,PT02M42.00S,4,1610612755,PHI,1631230,Barlow,D. Barlow,31,10,3,Missed,1,,,0,v,MISS Barlow 3' Driving Layup,Missed Shot,Driving Layup Shot,1,2,464
653,PT02M41.00S,4,1610612738,BOS,1641775,Walsh,J. Walsh,0,0,0,,0,,,0,h,Walsh REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,465
654,PT02M32.00S,4,1610612738,BOS,1631199,Harper Jr.,R. Harper Jr.,-227,37,0,Made,1,120,85,205,h,Harper Jr. 3PT Jump Shot (5 PTS) (Walsh 1 AST),Made Shot,Jump Shot,1,3,466
656,PT02M15.00S,4,1610612755,PHI,1630570,Watford,T. Watford,-4,22,2,Made,1,120,87,207,v,Watford 2' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1,2,467
657,PT01M54.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,185,241,30,Missed,1,,,0,h,MISS Scheierman 30' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,468
658,PT01M52.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,0,0,0,,0,,,0,v,Grimes REBOUND (Off:0 Def:4),Rebound,Unknown,1,0,469
659,PT01M43.00S,4,1610612755,PHI,1630570,Watford,T. Watford,38,31,5,Made,1,120,89,209,v,Watford 5' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,1,2,470
660,PT01M30.00S,4,1610612738,BOS,1630568,Garza,L. Garza,150,224,27,Missed,1,,,0,h,MISS Garza 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,471
661,PT01M28.00S,4,1610612755,PHI,1631207,Terry,D. Terry,0,0,0,,0,,,0,v,Terry REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,472
662,PT01M23.00S,4,1610612755,PHI,1630570,Watford,T. Watford,-10,11,1,Made,1,120,91,211,v,Watford 1' Running Layup (6 PTS) (Terry 2 AST),Made Shot,Running Layup Shot,1,2,473
664,PT01M02.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,173,288,34,Missed,1,,,0,h,MISS Scheierman 34' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,474
665,PT01M01.00S,4,0,,1610612755,,,0,0,0,,0,,,0,v,76ers Rebound,Rebound,Unknown,0,0,475
667,PT01M01.00S,4,0,,1610612738,,,0,0,0,,0,,,0,h,CELTICS Timeout: Regular (Full 4 Short 0),Timeout,Regular,0,0,476
668,PT01M01.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,,,0,h,SUB: Gonzalez FOR Pritchard,Substitution,,0,0,477
670,PT00M49.80S,4,1610612755,PHI,1631230,Barlow,D. Barlow,-42,21,5,Missed,1,,,0,v,MISS Barlow 5' Cutting Dunk Shot,Missed Shot,Cutting Dunk Shot,1,2,478
670,PT00M49.80S,4,1610612738,BOS,1642864,González,H. González,0,0,0,,0,,,0,h,Gonzalez BLOCK (1 BLK),,,1,2,479
672,PT00M48.80S,4,1610612738,BOS,1641775,Walsh,J. Walsh,0,0,0,,0,,,0,h,Walsh REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,480
673,PT00M44.70S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,206,145,25,Made,1,123,91,214,h,Scheierman 25' 3PT Running Jump Shot (5 PTS) (Walsh 2 AST),Made Shot,Running Jump Shot,1,3,481
675,PT00M38.10S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,191,153,24,Missed,1,,,0,v,MISS Grimes 24' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,482
676,PT00M36.50S,4,1610612738,BOS,1642864,González,H. González,0,0,0,,0,,,0,h,Gonzalez REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,483
678,PT00M11.60S,4,0,,1610612738,,,0,0,0,,0,,,0,h,CELTICS Turnover: Shot Clock (T#10),Turnover,Shot Clock Turnover,0,0,484
679,PT00M00.00S,4,0,,0,,,0,0,0,,0,123,91,214,,End of 4th Period (3:35 PM EST),period,end,1,0,485
