actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,score_after,score_before,diff,leader,lead_change,home_pts,away_pts,run_team,current_run
2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0.0,0.0,0,,Start of 1st Period (1:11 PM EST),period,start,1,0,1,0-0,0-0,0.0,0,False,0.0,0.0,,0.0
4,PT12M00.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,0.0,0.0,0,h,Jump Ball Queta vs. Bona: Tip to Edgecombe,Jump Ball,,1,0,2,0-0,0-0,0.0,0,False,0.0,0.0,,0.0
7,PT11M48.00S,1,1610612755,PHI,202331,George,P. George,123,234,26,Missed,1,0.0,0.0,0,v,MISS George 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,3,0-0,0-0,0.0,0,False,0.0,0.0,,0.0
8,PT11M47.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,0.0,0.0,0,h,Tatum REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,4,0-0,0-0,0.0,0,False,0.0,0.0,,0.0
9,PT11M38.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,0.0,0.0,0,v,Bona S.FOUL (P1.T1) (S.Foster),Foul,Shooting,1,0,5,0-0,0-0,0.0,0,False,0.0,0.0,,0.0
11,PT11M38.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,1.0,0.0,1,h,Queta Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1,0,6,0-1,0-0,1.0,1,True,1.0,0.0,HOME,1.0
12,PT11M38.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,1.0,0.0,0,h,MISS Queta Free Throw 2 of 2,Free Throw,Free Throw 2 of 2,1,0,7,0-1,0-1,1.0,1,False,0.0,0.0,,0.0
13,PT11M38.00S,1,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,1.0,0.0,0,v,Oubre Jr. REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,8,0-1,0-1,1.0,1,False,0.0,0.0,,0.0
14,PT11M24.00S,1,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,-227,17,0,Missed,1,1.0,0.0,0,v,MISS Edgecombe 3PT Jump Shot,Missed Shot,Jump Shot,1,3,9,0-1,0-1,1.0,1,False,0.0,0.0,,0.0
15,PT11M23.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,1.0,0.0,0,h,Tatum REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,10,0-1,0-1,1.0,1,False,0.0,0.0,,0.0
16,PT11M15.00S,1,1610612738,BOS,1630573,Hauser,S. Hauser,9,258,26,Made,1,4.0,0.0,4,h,Hauser 26' 3PT Jump Shot (3 PTS) (Brown 1 AST),Made Shot,Jump Shot,1,3,11,0-4,0-1,4.0,1,False,3.0,0.0,HOME,3.0
18,PT10M57.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,-55,251,26,Made,1,4.0,3.0,7,v,Maxey 26' 3PT Step Back Bank Jump Shot (3 PTS),Made Shot,Step Back Bank Jump Shot,1,3,12,3-4,0-4,1.0,1,False,0.0,3.0,AWAY,3.0
19,PT10M29.00S,1,1610612738,BOS,1627759,Brown,J. Brown,-16,38,4,Missed,1,4.0,3.0,0,h,MISS Brown 4' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,2,13,3-4,3-4,1.0,1,False,0.0,0.0,,0.0
20,PT10M28.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,4.0,3.0,0,v,Bona REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,14,3-4,3-4,1.0,1,False,0.0,0.0,,0.0
21,PT10M23.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,4.0,3.0,0,v,Bona Offensive Charge Foul (P2) (S.Foster),Foul,Offensive Charge,1,0,15,3-4,3-4,1.0,1,False,0.0,0.0,,0.0
23,PT10M23.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,4.0,3.0,0,v,Bona Offensive Foul Turnover (P1.T1),Turnover,Offensive Foul Turnover,1,0,16,3-4,3-4,1.0,1,False,0.0,0.0,,0.0
24,PT10M23.00S,1,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,4.0,3.0,0,v,SUB: Drummond FOR Bona,Substitution,,0,0,17,3-4,3-4,1.0,1,False,0.0,0.0,,0.0
26,PT10M09.00S,1,1610612738,BOS,1629674,Queta,N. Queta,-5,13,1,Made,1,6.0,3.0,9,h,Queta 1' Cutting Dunk Shot (3 PTS) (Tatum 1 AST),Made Shot,Cutting Dunk Shot,1,2,18,3-6,3-4,3.0,1,False,2.0,0.0,HOME,2.0
28,PT09M55.00S,1,1610612755,PHI,202331,George,P. George,-3,54,5,Made,1,6.0,5.0,11,v,George 5' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1,2,19,5-6,3-6,1.0,1,False,0.0,2.0,AWAY,2.0
29,PT09M55.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,6.0,5.0,0,h,Queta S.FOUL (P1.T1) (S.Foster),Foul,Shooting,1,0,20,5-6,5-6,1.0,1,False,0.0,0.0,,0.0
31,PT09M55.00S,1,1610612755,PHI,202331,George,P. George,0,0,0,,0,6.0,6.0,12,v,George Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,1,0,21,6-6,5-6,0.0,0,True,0.0,1.0,AWAY,1.0
32,PT09M45.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,6.0,6.0,0,h,Tatum Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,22,6-6,6-6,0.0,0,False,0.0,0.0,,0.0
32,PT09M45.00S,1,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,0,0,0,,0,6.0,6.0,0,v,Edgecombe STEAL (1 STL),,,1,0,23,6-6,6-6,0.0,0,False,0.0,0.0,,0.0
34,PT09M44.00S,1,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,0,0,0,,0,6.0,6.0,0,v,Edgecombe Bad Pass Turnover (P1.T2),Turnover,Bad Pass,1,0,24,6-6,6-6,0.0,0,False,0.0,0.0,,0.0
34,PT09M44.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,6.0,6.0,0,h,Tatum STEAL (1 STL),,,1,0,25,6-6,6-6,0.0,0,False,0.0,0.0,,0.0
36,PT09M36.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,-115,111,16,Made,1,8.0,6.0,14,h,Tatum 16' Fadeaway Jumper (2 PTS),Made Shot,Fadeaway Jump Shot,1,2,26,6-8,6-6,2.0,1,True,2.0,0.0,HOME,2.0
37,PT09M23.00S,1,1610612755,PHI,202331,George,P. George,0,0,0,,0,8.0,6.0,0,v,George Out of Bounds Lost Ball Turnover (P1.T3),Turnover,Out of Bounds Lost Ball Turnover,1,0,27,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
38,PT09M06.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,85,78,12,Missed,1,8.0,6.0,0,h,MISS Tatum 12' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,28,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
39,PT09M05.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,8.0,6.0,0,v,Drummond REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,29,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
40,PT08M56.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,-154,206,26,Missed,1,8.0,6.0,0,v,MISS Maxey 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,30,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
41,PT08M55.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,8.0,6.0,0,h,Brown REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,31,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
56,PT08M48.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,8.0,6.0,0,h,Brown Lost Ball Turnover (P1.T2),Turnover,Lost Ball,1,0,32,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
56,PT08M48.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,8.0,6.0,0,v,Drummond STEAL (1 STL),,,1,0,33,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
45,PT08M39.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,8.0,6.0,0,h,Queta S.FOUL (P2.T2) (P.Fraher),Foul,Shooting,1,0,34,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
47,PT08M39.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,8.0,6.0,0,v,MISS Maxey Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1,0,35,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
48,PT08M39.00S,1,0,,1610612755,,,0,0,0,,0,8.0,6.0,0,v,76ers Rebound,Rebound,Normal Rebound,0,0,36,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
49,PT08M39.00S,1,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,8.0,6.0,0,h,SUB: Vucevic FOR Queta,Substitution,,0,0,37,6-8,6-8,2.0,1,False,0.0,0.0,,0.0
51,PT08M39.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,8.0,7.0,15,v,Maxey Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,1,0,38,7-8,6-8,1.0,1,False,0.0,1.0,AWAY,1.0
52,PT08M25.00S,1,1610612738,BOS,1630573,Hauser,S. Hauser,173,183,25,Made,1,11.0,7.0,18,h,Hauser 25' 3PT Pullup Jump Shot (6 PTS) (Tatum 2 AST),Made Shot,Pullup Jump shot,1,3,39,7-11,7-8,4.0,1,False,3.0,0.0,HOME,3.0
54,PT08M12.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,-129,53,14,Missed,1,11.0,7.0,0,v,MISS Maxey 14' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,40,7-11,7-11,4.0,1,False,0.0,0.0,,0.0
55,PT08M10.00S,1,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,11.0,7.0,0,h,Hauser REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,41,7-11,7-11,4.0,1,False,0.0,0.0,,0.0
58,PT07M56.00S,1,1610612738,BOS,1627759,Brown,J. Brown,-69,52,9,Missed,1,11.0,7.0,0,h,MISS Brown 9' Driving Hook Shot,Missed Shot,Driving Hook Shot,1,2,42,7-11,7-11,4.0,1,False,0.0,0.0,,0.0
59,PT07M55.00S,1,0,,1610612738,,,0,0,0,,0,11.0,7.0,0,h,CELTICS Rebound,Rebound,Unknown,0,0,43,7-11,7-11,4.0,1,False,0.0,0.0,,0.0
60,PT07M55.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,11.0,7.0,0,v,Drummond L.B.FOUL (P1.T2) (P.Fraher),Foul,Loose Ball,1,0,44,7-11,7-11,4.0,1,False,0.0,0.0,,0.0
62,PT07M53.00S,1,1610612738,BOS,1627759,Brown,J. Brown,-173,12,17,Made,1,13.0,7.0,20,h,Brown 17' Turnaround Fadeaway (2 PTS) (Tatum 3 AST),Made Shot,Turnaround Fadeaway shot,1,2,45,7-13,7-11,6.0,1,False,2.0,0.0,HOME,2.0
64,PT07M29.00S,1,1610612755,PHI,202331,George,P. George,0,0,0,,0,13.0,7.0,0,v,George Bad Pass Turnover (P2.T4),Turnover,Bad Pass,1,0,46,7-13,7-13,6.0,1,False,0.0,0.0,,0.0
64,PT07M29.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,13.0,7.0,0,h,Brown STEAL (1 STL),,,1,0,47,7-13,7-13,6.0,1,False,0.0,0.0,,0.0
66,PT07M24.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,10,17,2,Made,1,15.0,7.0,22,h,Tatum 2' Running Layup (4 PTS) (White 1 AST),Made Shot,Running Layup Shot,1,2,48,7-15,7-13,8.0,1,False,2.0,0.0,HOME,2.0
68,PT07M24.00S,1,0,,1610612755,,,0,0,0,,0,15.0,7.0,0,v,76ers Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0,0,49,7-15,7-15,8.0,1,False,0.0,0.0,,0.0
69,PT07M11.00S,1,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,-229,46,0,Missed,1,15.0,7.0,0,v,MISS Oubre Jr. 3PT Jump Shot,Missed Shot,Jump Shot,1,3,50,7-15,7-15,8.0,1,False,0.0,0.0,,0.0
70,PT07M10.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,15.0,7.0,0,h,Brown REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,51,7-15,7-15,8.0,1,False,0.0,0.0,,0.0
71,PT06M53.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,-108,123,16,Made,1,17.0,7.0,24,h,Tatum 16' Turnaround Fadeaway (6 PTS) (Hauser 1 AST),Made Shot,Turnaround Fadeaway shot,1,2,52,7-17,7-15,10.0,1,False,2.0,0.0,HOME,2.0
73,PT06M28.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,15,1,2,Made,1,17.0,9.0,26,v,Maxey 2' Driving Reverse Layup (6 PTS),Made Shot,Driving Reverse Layup Shot,1,2,53,9-17,7-17,8.0,1,False,0.0,2.0,AWAY,2.0
74,PT06M19.00S,1,1610612738,BOS,1628401,White,D. White,-165,210,27,Made,1,20.0,9.0,29,h,White 27' 3PT Jump Shot (3 PTS) (Vucevic 1 AST),Made Shot,Jump Shot,1,3,54,9-20,9-17,11.0,1,False,3.0,0.0,HOME,3.0
76,PT06M02.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,-80,58,10,Missed,1,20.0,9.0,0,v,MISS Maxey 10' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,1,2,55,9-20,9-20,11.0,1,False,0.0,0.0,,0.0
77,PT06M00.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,20.0,9.0,0,h,Tatum REBOUND (Off:0 Def:3),Rebound,Unknown,1,0,56,9-20,9-20,11.0,1,False,0.0,0.0,,0.0
78,PT05M50.00S,1,1610612738,BOS,1627759,Brown,J. Brown,-65,12,7,Missed,1,20.0,9.0,0,h,MISS Brown 7' Driving Layup,Missed Shot,Driving Layup Shot,1,2,57,9-20,9-20,11.0,1,False,0.0,0.0,,0.0
78,PT05M50.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,20.0,9.0,0,v,Drummond BLOCK (1 BLK),,,1,2,58,9-20,9-20,11.0,1,False,0.0,0.0,,0.0
79,PT05M49.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,20.0,9.0,0,v,Drummond REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,59,9-20,9-20,11.0,1,False,0.0,0.0,,0.0
80,PT05M44.00S,1,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,232,24,0,Missed,1,20.0,9.0,0,v,MISS Oubre Jr. 3PT Running Jump Shot,Missed Shot,Running Jump Shot,1,3,60,9-20,9-20,11.0,1,False,0.0,0.0,,0.0
81,PT05M41.00S,1,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,0,0,0,,0,20.0,9.0,0,v,Edgecombe REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,61,9-20,9-20,11.0,1,False,0.0,0.0,,0.0
82,PT05M35.00S,1,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,233,37,24,Missed,1,20.0,9.0,0,v,MISS Edgecombe 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,62,9-20,9-20,11.0,1,False,0.0,0.0,,0.0
83,PT05M32.00S,1,1610612738,BOS,202696,Vučević,N. Vučević,0,0,0,,0,20.0,9.0,0,h,Vucevic REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,63,9-20,9-20,11.0,1,False,0.0,0.0,,0.0
84,PT05M21.00S,1,1610612738,BOS,1627759,Brown,J. Brown,10,10,1,Made,1,22.0,9.0,31,h,Brown 1' Driving Layup (4 PTS) (White 2 AST),Made Shot,Driving Layup Shot,1,2,64,9-22,9-20,13.0,1,False,2.0,0.0,HOME,2.0
86,PT05M04.00S,1,1610612755,PHI,202331,George,P. George,-70,122,14,Made,1,22.0,11.0,33,v,George 14' Fadeaway Jumper (5 PTS) (Drummond 1 AST),Made Shot,Fadeaway Jump Shot,1,2,65,11-22,9-22,11.0,1,False,0.0,2.0,AWAY,2.0
88,PT04M50.00S,1,1610612738,BOS,202696,Vučević,N. Vučević,0,0,0,,0,22.0,11.0,0,h,Vucevic OFF.Foul (P1) (P.Fraher),Foul,Offensive,1,0,66,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
90,PT04M50.00S,1,1610612738,BOS,202696,Vučević,N. Vučević,0,0,0,,0,22.0,11.0,0,h,Vucevic Offensive Foul Turnover (P1.T3),Turnover,Offensive Foul Turnover,1,0,67,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
91,PT04M50.00S,1,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,22.0,11.0,0,h,SUB: Pritchard FOR Hauser,Substitution,,0,0,68,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
92,PT04M50.00S,1,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,22.0,11.0,0,v,SUB: Grimes FOR Oubre Jr.,Substitution,,0,0,69,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
93,PT04M50.00S,1,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,0,0,0,,0,22.0,11.0,0,v,SUB: Barlow FOR Edgecombe,Substitution,,0,0,70,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
97,PT04M42.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,22.0,11.0,0,h,Brown P.FOUL (P1.T3) (T.Maddox),Foul,Personal,1,0,71,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
99,PT04M39.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,22.0,11.0,0,v,Drummond OFF.Foul (P2) (S.Foster),Foul,Offensive,1,0,72,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
101,PT04M39.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,22.0,11.0,0,v,Drummond Offensive Foul Turnover (P1.T5),Turnover,Offensive Foul Turnover,1,0,73,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
105,PT04M39.00S,1,0,,99,,,0,0,0,,0,22.0,11.0,33,,Instant Replay1st Period (1:28 PM EST),Instant Replay,Support Ruling,0,0,74,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
106,PT04M39.00S,1,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,22.0,11.0,0,v,SUB: Oubre Jr. FOR Drummond,Substitution,,0,0,75,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
108,PT04M23.00S,1,1610612738,BOS,1628401,White,D. White,120,228,26,Missed,1,22.0,11.0,0,h,MISS White 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,76,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
109,PT04M20.00S,1,0,,1610612738,,,0,0,0,,0,22.0,11.0,0,h,CELTICS Rebound,Rebound,Unknown,0,0,77,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
111,PT04M15.00S,1,1610612738,BOS,1627759,Brown,J. Brown,23,15,3,Missed,1,22.0,11.0,0,h,MISS Brown 3' Driving Layup,Missed Shot,Driving Layup Shot,1,2,78,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
112,PT04M14.00S,1,1610612755,PHI,1629656,Grimes,Q. Grimes,0,0,0,,0,22.0,11.0,0,v,Grimes REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,79,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
113,PT04M06.00S,1,1610612755,PHI,1631230,Barlow,D. Barlow,39,0,4,Missed,1,22.0,11.0,0,v,MISS Barlow 4' Running Layup,Missed Shot,Running Layup Shot,1,2,80,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
114,PT04M05.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,22.0,11.0,0,h,Tatum REBOUND (Off:0 Def:4),Rebound,Unknown,1,0,81,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
115,PT03M56.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,-99,274,29,Missed,1,22.0,11.0,0,h,MISS Tatum 29' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,82,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
116,PT03M55.00S,1,1610612755,PHI,1629656,Grimes,Q. Grimes,0,0,0,,0,22.0,11.0,0,v,Grimes REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,83,11-22,11-22,11.0,1,False,0.0,0.0,,0.0
117,PT03M49.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,2,1,0,Made,1,22.0,13.0,35,v,Maxey Running Finger Roll Layup (8 PTS),Made Shot,Running Finger Roll Layup Shot,1,2,84,13-22,11-22,9.0,1,False,0.0,2.0,AWAY,2.0
118,PT03M49.00S,1,1610612738,BOS,1628401,White,D. White,0,0,0,,0,22.0,13.0,0,h,White S.FOUL (P1.T4) (S.Foster),Foul,Shooting,1,0,85,13-22,13-22,9.0,1,False,0.0,0.0,,0.0
120,PT03M49.00S,1,1610612738,BOS,1627759,Brown,J. Brown,0,0,0,,0,22.0,13.0,0,h,SUB: Walsh FOR Brown,Substitution,,0,0,86,13-22,13-22,9.0,1,False,0.0,0.0,,0.0
122,PT03M49.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,22.0,14.0,36,v,Maxey Free Throw 1 of 1 (9 PTS),Free Throw,Free Throw 1 of 1,1,0,87,14-22,13-22,8.0,1,False,0.0,1.0,AWAY,1.0
123,PT03M35.00S,1,1610612738,BOS,1630202,Pritchard,P. Pritchard,36,16,4,Made,1,24.0,14.0,38,h,Pritchard 4' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,1,2,88,14-24,14-22,10.0,1,False,2.0,0.0,HOME,2.0
124,PT03M17.00S,1,1610612755,PHI,202331,George,P. George,85,79,12,Missed,1,24.0,14.0,0,v,MISS George 12' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,89,14-24,14-24,10.0,1,False,0.0,0.0,,0.0
125,PT03M16.00S,1,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,24.0,14.0,0,h,Tatum REBOUND (Off:0 Def:5),Rebound,Unknown,1,0,90,14-24,14-24,10.0,1,False,0.0,0.0,,0.0
126,PT03M04.00S,1,1610612738,BOS,1630202,Pritchard,P. Pritchard,181,168,25,Missed,1,24.0,14.0,0,h,MISS Pritchard 25' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,91,14-24,14-24,10.0,1,False,0.0,0.0,,0.0
127,PT03M02.00S,1,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,24.0,14.0,0,v,Oubre Jr. REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,92,14-24,14-24,10.0,1,False,0.0,0.0,,0.0
128,PT02M50.00S,1,1610612755,PHI,1630178,Maxey,T. Maxey,51,56,8,Missed,1,24.0,14.0,0,v,MISS Maxey 8' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,93,14-24,14-24,10.0,1,False,0.0,0.0,,0.0
129,PT02M48.00S,1,1610612755,PHI,1631230,Barlow,D. Barlow,0,0,0,,0,24.0,14.0,0,v,Barlow REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,94,14-24,14-24,10.0,1,False,0.0,0.0,,0.0
130,PT02M39.00S,1,1610612738,BOS,202696,Vučević,N. Vučević,0,0,0,,0,24.0,14.0,0,h,Vucevic S.FOUL (P2.PN) (P.Fraher),Foul,Shooting,1,0,95,14-24,14-24,10.0,1,False,0.0,0.0,,0.0
132,PT02M39.00S,1,0,,1610612738,,,0,0,0,,0,24.0,14.0,0,h,CELTICS Timeout: Regular (Full 1 Short 0),Timeout,Regular,0,0,96,14-24,14-24,10.0,1,False,0.0,0.0,,0.0
133,PT02M39.00S,1,1610612755,PHI,202331,George,P. George,0,0,0,,0,24.0,14.0,0,v,SUB: Edwards FOR George,Substitution,,0,0,97,14-24,14-24,10.0,1,False,0.0,0.0,,0.0
135,PT02M39.00S,1,1610612755,PHI,1631230,Barlow,D. Barlow,0,0,0,,0,24.0,15.0,39,v,Barlow Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,1,0,98,15-24,14-24,9.0,1,False,0.0,1.0,AWAY,1.0
