actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,score_after,score_before,diff,leader,lead_change,home_pts,away_pts,run_team,current_run
548,PT10M06.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,180,184,26,Made,1,101.0,73.0,174,h,Hauser 26' 3PT Running Jump Shot (12 PTS) (Tatum 7 AST),Made Shot,Running Jump Shot,1,3,390,73-101,73-98,28.0,1,False,3.0,0.0,HOME,3.0
550,PT09M56.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,-27,28,4,Made,1,101.0,75.0,176,v,Grimes 4' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,1,2,391,75-101,73-101,26.0,1,False,0.0,2.0,AWAY,2.0
551,PT09M56.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,101.0,75.0,0,h,Queta Violation:Defensive Goaltending (S.Foster),Violation,Defensive Goaltending,0,0,392,75-101,75-101,26.0,1,False,0.0,0.0,,0.0
552,PT09M42.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,8,1,Made,1,103.0,75.0,178,h,Queta 1' Alley Oop Dunk (11 PTS) (Pritchard 5 AST),Made Shot,Alley Oop Dunk Shot,1,2,393,75-103,75-101,28.0,1,False,2.0,0.0,HOME,2.0
554,PT09M27.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,-69,75,10,Missed,1,103.0,75.0,0,v,MISS Grimes 10' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,394,75-103,75-103,28.0,1,False,0.0,0.0,,0.0
555,PT09M26.00S,4,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,103.0,75.0,0,h,Tatum REBOUND (Off:0 Def:11),Rebound,Unknown,1,0,395,75-103,75-103,28.0,1,False,0.0,0.0,,0.0
556,PT09M16.00S,4,1610612738,BOS,1628369,Tatum,J. Tatum,-1,-2,0,Made,1,105.0,75.0,180,h,Tatum Driving Layup (25 PTS),Made Shot,Driving Layup Shot,1,2,396,75-105,75-103,30.0,1,False,2.0,0.0,HOME,2.0
557,PT09M16.00S,4,0,,1610612755,,,0,0,0,,0,105.0,75.0,0,v,76ers Timeout: Regular (Reg.4 Short 0),Timeout,Regular,0,0,397,75-105,75-105,30.0,1,False,0.0,0.0,,0.0
558,PT09M16.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,0,0,0,,0,105.0,75.0,0,v,SUB: Drummond FOR Edwards,Substitution,,0,0,398,75-105,75-105,30.0,1,False,0.0,0.0,,0.0
559,PT09M16.00S,4,1610612755,PHI,1631230,Barlow,D. Barlow,0,0,0,,0,105.0,75.0,0,v,SUB: Oubre Jr. FOR Barlow,Substitution,,0,0,399,75-105,75-105,30.0,1,False,0.0,0.0,,0.0
562,PT09M13.00S,4,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,105.0,75.0,0,v,Maxey OFF.Foul (P4) (P.Fraher),Foul,Offensive,1,0,400,75-105,75-105,30.0,1,False,0.0,0.0,,0.0
564,PT09M13.00S,4,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,105.0,75.0,0,v,Maxey Offensive Foul Turnover (P3.T13),Turnover,Offensive Foul Turnover,1,0,401,75-105,75-105,30.0,1,False,0.0,0.0,,0.0
565,PT09M03.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,18,1,2,Made,1,107.0,75.0,182,h,Pritchard 2' Driving Layup (11 PTS) (Queta 1 AST),Made Shot,Driving Layup Shot,1,2,402,75-107,75-105,32.0,1,False,2.0,0.0,HOME,2.0
567,PT08M39.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,-229,31,0,Made,1,107.0,78.0,185,v,Grimes 3PT Jump Shot (7 PTS) (Oubre Jr. 2 AST),Made Shot,Jump Shot,1,3,403,78-107,75-107,29.0,1,False,0.0,3.0,AWAY,3.0
569,PT08M20.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,42,59,7,Missed,1,107.0,78.0,0,h,MISS Scheierman 7' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,404,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
570,PT08M19.00S,4,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,107.0,78.0,0,v,Drummond REBOUND (Off:0 Def:5),Rebound,Unknown,1,0,405,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
571,PT08M11.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,0,0,0,,0,107.0,78.0,0,h,Scheierman P.FOUL (P1.T1) (T.Maddox),Foul,Personal,1,0,406,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
573,PT08M11.00S,4,1610612755,PHI,1630178,Maxey,T. Maxey,0,0,0,,0,107.0,78.0,0,v,SUB: Edwards FOR Maxey,Substitution,,0,0,407,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
575,PT07M56.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,34,2,3,Missed,1,107.0,78.0,0,v,MISS Edwards 3' Driving Layup,Missed Shot,Driving Layup Shot,1,2,408,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
575,PT07M56.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,107.0,78.0,0,h,Queta BLOCK (1 BLK),,,1,2,409,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
577,PT07M55.00S,4,0,,1610612755,,,0,0,0,,0,107.0,78.0,0,v,76ers Rebound,Rebound,Unknown,0,0,410,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
578,PT07M55.00S,4,0,,1610612755,,,0,0,0,,0,107.0,78.0,0,v,76ers Turnover: Shot Clock (T#14),Turnover,Shot Clock Turnover,1,0,411,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
579,PT07M32.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,-129,235,27,Missed,1,107.0,78.0,0,h,MISS Pritchard 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,412,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
580,PT07M30.00S,4,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,107.0,78.0,0,v,Oubre Jr. REBOUND (Off:1 Def:6),Rebound,Unknown,1,0,413,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
581,PT07M15.00S,4,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,107.0,78.0,0,v,Drummond Out of Bounds - Bad Pass Turnover Turnover (P3.T15),Turnover,Out of Bounds - Bad Pass Turnover,1,0,414,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
582,PT07M15.00S,4,1610612738,BOS,1628369,Tatum,J. Tatum,0,0,0,,0,107.0,78.0,0,h,SUB: Walsh FOR Tatum,Substitution,,0,0,415,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
584,PT07M02.00S,4,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,107.0,78.0,0,v,Drummond S.FOUL (P3.T1) (T.Maddox),Foul,Shooting,1,0,416,78-107,78-107,29.0,1,False,0.0,0.0,,0.0
586,PT07M02.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,108.0,78.0,186,h,Queta Free Throw 1 of 2 (12 PTS),Free Throw,Free Throw 1 of 2,1,0,417,78-108,78-107,30.0,1,False,1.0,0.0,HOME,1.0
587,PT07M02.00S,4,1610612755,PHI,203083,Drummond,A. Drummond,0,0,0,,0,108.0,78.0,0,v,SUB: Watford FOR Drummond,Substitution,,0,0,418,78-108,78-108,30.0,1,False,0.0,0.0,,0.0
588,PT07M02.00S,4,1610612755,PHI,1642845,Edgecombe,V. Edgecombe,0,0,0,,0,108.0,78.0,0,v,SUB: Bona FOR Edgecombe,Substitution,,0,0,419,78-108,78-108,30.0,1,False,0.0,0.0,,0.0
591,PT07M02.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,109.0,78.0,187,h,Queta Free Throw 2 of 2 (13 PTS),Free Throw,Free Throw 2 of 2,1,0,420,78-109,78-108,31.0,1,False,1.0,0.0,HOME,1.0
592,PT06M51.00S,4,1610612755,PHI,1641737,Bona,A. Bona,-49,64,8,Made,1,109.0,80.0,189,v,Bona 8' Floating Jump Shot (3 PTS) (Grimes 2 AST),Made Shot,Floating Jump shot,1,2,421,80-109,78-109,29.0,1,False,0.0,2.0,AWAY,2.0
596,PT06M35.00S,4,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,109.0,80.0,0,v,Oubre Jr. S.FOUL (P2.T2) (S.Foster),Foul,Shooting,1,0,422,80-109,80-109,29.0,1,False,0.0,0.0,,0.0
598,PT06M35.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,109.0,80.0,0,h,MISS Pritchard Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1,0,423,80-109,80-109,29.0,1,False,0.0,0.0,,0.0
599,PT06M35.00S,4,0,,1610612738,,,0,0,0,,0,109.0,80.0,0,h,CELTICS Rebound,Rebound,Normal Rebound,0,0,424,80-109,80-109,29.0,1,False,0.0,0.0,,0.0
600,PT06M35.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,110.0,80.0,190,h,Pritchard Free Throw 2 of 2 (12 PTS),Free Throw,Free Throw 2 of 2,1,0,425,80-110,80-109,30.0,1,False,1.0,0.0,HOME,1.0
601,PT06M16.00S,4,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,-32,64,7,Missed,1,110.0,80.0,0,v,MISS Oubre Jr. 7' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,426,80-110,80-110,30.0,1,False,0.0,0.0,,0.0
602,PT06M14.00S,4,0,,1610612738,,,0,0,0,,0,110.0,80.0,0,h,CELTICS Rebound,Rebound,Unknown,0,0,427,80-110,80-110,30.0,1,False,0.0,0.0,,0.0
604,PT06M14.00S,4,1610612755,PHI,1626162,Oubre Jr.,K. Oubre Jr.,0,0,0,,0,110.0,80.0,0,v,SUB: Terry FOR Oubre Jr.,Substitution,,0,0,428,80-110,80-110,30.0,1,False,0.0,0.0,,0.0
606,PT06M06.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,0,0,0,,0,110.0,80.0,0,v,Edwards P.FOUL (P1.T3) (T.Maddox),Foul,Personal,1,0,429,80-110,80-110,30.0,1,False,0.0,0.0,,0.0
608,PT05M54.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,-91,242,26,Missed,1,110.0,80.0,0,h,MISS Hauser 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,430,80-110,80-110,30.0,1,False,0.0,0.0,,0.0
609,PT05M52.00S,4,0,,1610612755,,,0,0,0,,0,110.0,80.0,0,v,76ers Rebound,Rebound,Unknown,0,0,431,80-110,80-110,30.0,1,False,0.0,0.0,,0.0
610,PT05M52.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,110.0,80.0,0,h,Queta L.B.FOUL (P5.T2) (S.Foster),Foul,Loose Ball,1,0,432,80-110,80-110,30.0,1,False,0.0,0.0,,0.0
612,PT05M52.00S,4,1610612738,BOS,1629674,Queta,N. Queta,0,0,0,,0,110.0,80.0,0,h,SUB: Garza FOR Queta,Substitution,,0,0,433,80-110,80-110,30.0,1,False,0.0,0.0,,0.0
614,PT05M33.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,-71,88,11,Made,1,110.0,82.0,192,v,Edwards 11' Driving Floating Jump Shot (7 PTS),Made Shot,Driving Floating Jump Shot,1,2,434,82-110,80-110,28.0,1,False,0.0,2.0,AWAY,2.0
615,PT05M11.00S,4,1610612738,BOS,1641775,Walsh,J. Walsh,-167,200,26,Missed,1,110.0,82.0,0,h,MISS Walsh 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,435,82-110,82-110,28.0,1,False,0.0,0.0,,0.0
616,PT05M09.00S,4,1610612755,PHI,1631207,Terry,D. Terry,0,0,0,,0,110.0,82.0,0,v,Terry REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,436,82-110,82-110,28.0,1,False,0.0,0.0,,0.0
617,PT05M03.00S,4,1610612755,PHI,1630570,Watford,T. Watford,23,8,2,Missed,1,110.0,82.0,0,v,MISS Watford 2' Running Layup,Missed Shot,Running Layup Shot,1,2,437,82-110,82-110,28.0,1,False,0.0,0.0,,0.0
618,PT05M02.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,110.0,82.0,0,h,Hauser REBOUND (Off:1 Def:5),Rebound,Unknown,1,0,438,82-110,82-110,28.0,1,False,0.0,0.0,,0.0
619,PT04M56.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,0,0,0,,0,110.0,82.0,0,v,Edwards S.FOUL (P2.T4) (S.Foster),Foul,Shooting,1,0,439,82-110,82-110,28.0,1,False,0.0,0.0,,0.0
621,PT04M56.00S,4,1610612738,BOS,1630568,Garza,L. Garza,0,0,0,,0,111.0,82.0,193,h,Garza Free Throw 1 of 2 (6 PTS),Free Throw,Free Throw 1 of 2,1,0,440,82-111,82-110,29.0,1,False,1.0,0.0,HOME,1.0
623,PT04M56.00S,4,0,,1610612738,,,0,0,0,,0,111.0,82.0,0,h,CELTICS Violation: Delay of game Violation,Violation,Delay Of Game,0,0,441,82-111,82-111,29.0,1,False,0.0,0.0,,0.0
624,PT04M56.00S,4,1610612738,BOS,1630568,Garza,L. Garza,0,0,0,,0,112.0,82.0,194,h,Garza Free Throw 2 of 2 (7 PTS),Free Throw,Free Throw 2 of 2,1,0,442,82-112,82-111,30.0,1,False,1.0,0.0,HOME,1.0
625,PT04M44.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,-108,78,13,Missed,1,112.0,82.0,0,v,MISS Grimes 13' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,1,2,443,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
626,PT04M42.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,112.0,82.0,0,h,Pritchard REBOUND (Off:0 Def:3),Rebound,Unknown,1,0,444,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
627,PT04M36.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,112.0,82.0,0,h,Pritchard Out of Bounds - Bad Pass Turnover Turnover (P2.T9),Turnover,Out of Bounds - Bad Pass Turnover,1,0,445,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
628,PT04M23.00S,4,1610612755,PHI,1631207,Terry,D. Terry,58,28,6,Missed,1,112.0,82.0,0,v,MISS Terry 6' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,446,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
629,PT04M22.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,112.0,82.0,0,h,Hauser REBOUND (Off:1 Def:6),Rebound,Unknown,1,0,447,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
630,PT04M16.00S,4,1610612738,BOS,1641775,Walsh,J. Walsh,38,27,5,Missed,1,112.0,82.0,0,h,MISS Walsh 5' Running Layup,Missed Shot,Running Layup Shot,1,2,448,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
631,PT04M14.00S,4,1610612755,PHI,1630570,Watford,T. Watford,0,0,0,,0,112.0,82.0,0,v,Watford REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,449,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
632,PT04M10.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,112.0,82.0,0,h,Hauser S.FOUL (P2.T3) (S.Foster),Foul,Shooting,1,0,450,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
634,PT04M10.00S,4,1610612755,PHI,1631207,Terry,D. Terry,0,0,0,,0,112.0,82.0,0,v,MISS Terry Free Throw 1 of 2,Free Throw,Free Throw 1 of 2,1,0,451,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
635,PT04M10.00S,4,0,,1610612755,,,0,0,0,,0,112.0,82.0,0,v,76ers Rebound,Rebound,Normal Rebound,0,0,452,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
636,PT04M10.00S,4,1610612738,BOS,1630573,Hauser,S. Hauser,0,0,0,,0,112.0,82.0,0,h,SUB: Harper Jr. FOR Hauser,Substitution,,0,0,453,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
637,PT04M10.00S,4,1610612755,PHI,1642348,Edwards,J. Edwards,0,0,0,,0,112.0,82.0,0,v,SUB: Walker FOR Edwards,Substitution,,0,0,454,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
638,PT04M10.00S,4,1610612755,PHI,1641737,Bona,A. Bona,0,0,0,,0,112.0,82.0,0,v,SUB: Barlow FOR Bona,Substitution,,0,0,455,82-112,82-112,30.0,1,False,0.0,0.0,,0.0
642,PT04M10.00S,4,1610612755,PHI,1631207,Terry,D. Terry,0,0,0,,0,112.0,83.0,195,v,Terry Free Throw 2 of 2 (1 PTS),Free Throw,Free Throw 2 of 2,1,0,456,83-112,82-112,29.0,1,False,0.0,1.0,AWAY,1.0
643,PT03M57.00S,4,1610612738,BOS,1641775,Walsh,J. Walsh,234,59,24,Made,1,115.0,83.0,198,h,Walsh 24' 3PT Jump Shot (5 PTS) (Pritchard 6 AST),Made Shot,Jump Shot,1,3,457,83-115,83-112,32.0,1,False,3.0,0.0,HOME,3.0
645,PT03M41.00S,4,1610612755,PHI,1631207,Terry,D. Terry,188,180,26,Missed,1,115.0,83.0,0,v,MISS Terry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,458,83-115,83-115,32.0,1,False,0.0,0.0,,0.0
646,PT03M39.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,0,0,0,,0,115.0,83.0,0,h,Scheierman REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,459,83-115,83-115,32.0,1,False,0.0,0.0,,0.0
647,PT03M23.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,-146,215,26,Missed,1,115.0,83.0,0,h,MISS Pritchard 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,460,83-115,83-115,32.0,1,False,0.0,0.0,,0.0
648,PT03M22.00S,4,1610612755,PHI,1631133,Walker,J. Walker,0,0,0,,0,115.0,83.0,0,v,Walker REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,461,83-115,83-115,32.0,1,False,0.0,0.0,,0.0
649,PT03M11.00S,4,1610612755,PHI,1631230,Barlow,D. Barlow,23,-9,2,Made,1,115.0,85.0,200,v,Barlow 2' Reverse Layup (4 PTS) (Terry 1 AST),Made Shot,Reverse Layup Shot,1,2,462,85-115,83-115,30.0,1,False,0.0,2.0,AWAY,2.0
651,PT02M52.00S,4,1610612738,BOS,1631199,Harper Jr.,R. Harper Jr.,16,-1,2,Made,1,117.0,85.0,202,h,Harper Jr. 2' Driving Reverse Layup (2 PTS),Made Shot,Driving Reverse Layup Shot,1,2,463,85-117,85-115,32.0,1,False,2.0,0.0,HOME,2.0
652,PT02M42.00S,4,1610612755,PHI,1631230,Barlow,D. Barlow,31,10,3,Missed,1,117.0,85.0,0,v,MISS Barlow 3' Driving Layup,Missed Shot,Driving Layup Shot,1,2,464,85-117,85-117,32.0,1,False,0.0,0.0,,0.0
653,PT02M41.00S,4,1610612738,BOS,1641775,Walsh,J. Walsh,0,0,0,,0,117.0,85.0,0,h,Walsh REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,465,85-117,85-117,32.0,1,False,0.0,0.0,,0.0
654,PT02M32.00S,4,1610612738,BOS,1631199,Harper Jr.,R. Harper Jr.,-227,37,0,Made,1,120.0,85.0,205,h,Harper Jr. 3PT Jump Shot (5 PTS) (Walsh 1 AST),Made Shot,Jump Shot,1,3,466,85-120,85-117,35.0,1,False,3.0,0.0,HOME,3.0
656,PT02M15.00S,4,1610612755,PHI,1630570,Watford,T. Watford,-4,22,2,Made,1,120.0,87.0,207,v,Watford 2' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1,2,467,87-120,85-120,33.0,1,False,0.0,2.0,AWAY,2.0
657,PT01M54.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,185,241,30,Missed,1,120.0,87.0,0,h,MISS Scheierman 30' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,468,87-120,87-120,33.0,1,False,0.0,0.0,,0.0
658,PT01M52.00S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,0,0,0,,0,120.0,87.0,0,v,Grimes REBOUND (Off:0 Def:4),Rebound,Unknown,1,0,469,87-120,87-120,33.0,1,False,0.0,0.0,,0.0
659,PT01M43.00S,4,1610612755,PHI,1630570,Watford,T. Watford,38,31,5,Made,1,120.0,89.0,209,v,Watford 5' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,1,2,470,89-120,87-120,31.0,1,False,0.0,2.0,AWAY,2.0
660,PT01M30.00S,4,1610612738,BOS,1630568,Garza,L. Garza,150,224,27,Missed,1,120.0,89.0,0,h,MISS Garza 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,471,89-120,89-120,31.0,1,False,0.0,0.0,,0.0
661,PT01M28.00S,4,1610612755,PHI,1631207,Terry,D. Terry,0,0,0,,0,120.0,89.0,0,v,Terry REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,472,89-120,89-120,31.0,1,False,0.0,0.0,,0.0
662,PT01M23.00S,4,1610612755,PHI,1630570,Watford,T. Watford,-10,11,1,Made,1,120.0,91.0,211,v,Watford 1' Running Layup (6 PTS) (Terry 2 AST),Made Shot,Running Layup Shot,1,2,473,91-120,89-120,29.0,1,False,0.0,2.0,AWAY,2.0
664,PT01M02.00S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,173,288,34,Missed,1,120.0,91.0,0,h,MISS Scheierman 34' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,474,91-120,91-120,29.0,1,False,0.0,0.0,,0.0
665,PT01M01.00S,4,0,,1610612755,,,0,0,0,,0,120.0,91.0,0,v,76ers Rebound,Rebound,Unknown,0,0,475,91-120,91-120,29.0,1,False,0.0,0.0,,0.0
667,PT01M01.00S,4,0,,1610612738,,,0,0,0,,0,120.0,91.0,0,h,CELTICS Timeout: Regular (Full 4 Short 0),Timeout,Regular,0,0,476,91-120,91-120,29.0,1,False,0.0,0.0,,0.0
668,PT01M01.00S,4,1610612738,BOS,1630202,Pritchard,P. Pritchard,0,0,0,,0,120.0,91.0,0,h,SUB: Gonzalez FOR Pritchard,Substitution,,0,0,477,91-120,91-120,29.0,1,False,0.0,0.0,,0.0
670,PT00M49.80S,4,1610612755,PHI,1631230,Barlow,D. Barlow,-42,21,5,Missed,1,120.0,91.0,0,v,MISS Barlow 5' Cutting Dunk Shot,Missed Shot,Cutting Dunk Shot,1,2,478,91-120,91-120,29.0,1,False,0.0,0.0,,0.0
670,PT00M49.80S,4,1610612738,BOS,1642864,González,H. González,0,0,0,,0,120.0,91.0,0,h,Gonzalez BLOCK (1 BLK),,,1,2,479,91-120,91-120,29.0,1,False,0.0,0.0,,0.0
672,PT00M48.80S,4,1610612738,BOS,1641775,Walsh,J. Walsh,0,0,0,,0,120.0,91.0,0,h,Walsh REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,480,91-120,91-120,29.0,1,False,0.0,0.0,,0.0
673,PT00M44.70S,4,1610612738,BOS,1631248,Scheierman,B. Scheierman,206,145,25,Made,1,123.0,91.0,214,h,Scheierman 25' 3PT Running Jump Shot (5 PTS) (Walsh 2 AST),Made Shot,Running Jump Shot,1,3,481,91-123,91-120,32.0,1,False,3.0,0.0,HOME,3.0
675,PT00M38.10S,4,1610612755,PHI,1629656,Grimes,Q. Grimes,191,153,24,Missed,1,123.0,91.0,0,v,MISS Grimes 24' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,482,91-123,91-123,32.0,1,False,0.0,0.0,,0.0
676,PT00M36.50S,4,1610612738,BOS,1642864,González,H. González,0,0,0,,0,123.0,91.0,0,h,Gonzalez REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,483,91-123,91-123,32.0,1,False,0.0,0.0,,0.0
678,PT00M11.60S,4,0,,1610612738,,,0,0,0,,0,123.0,91.0,0,h,CELTICS Turnover: Shot Clock (T#10),Turnover,Shot Clock Turnover,0,0,484,91-123,91-123,32.0,1,False,0.0,0.0,,0.0
679,PT00M00.00S,4,0,,0,,,0,0,0,,0,123.0,91.0,214,,End of 4th Period (3:35 PM EST),period,end,1,0,485,91-123,91-123,32.0,1,False,0.0,0.0,,0.0
